-1.244596275023601706e-02 -1.832889633804098417e-01 -9.512467060450562062e-02 -1.900884531559430823e-01 -2.072595681775112886e-01 1.221354064424999969e-01 1.015935418183289141e-01 9.093063931986182513e-02 -1.181797633875431019e-01 1.828381441994575973e-01 -9.339111604275676659e-02 1.864020766247473093e-01 -1.994099797201820054e-02 2.147442187437910155e-01 -3.253777372812623192e-02 9.140643687268976136e-02 -3.660588982151100623e-01 -2.334579690370831850e-01 -1.767532514911271113e-01 -2.626185999912094074e-02
4.371008675708191321e-02 5.079055184685190606e-03 9.364518100376870288e-04 1.484069731977515072e-02 -3.035942342765182017e-02 8.923799868893697584e-02 -1.373822703023369896e-01 -1.053997128463031591e-01 -1.966974668898494386e-02 -4.879263791893975050e-02 1.016583456249754193e-02 -1.426999635895287166e-01 -6.043089043529710491e-02 -8.234744452932542258e-02 -2.742077625167662069e-01 4.637405770373832781e-02 1.937082883553128618e-02 -2.400536355433353312e-03 6.781181422713267182e-02 6.116077808676430999e-02
2.298768974487837725e-03 -7.025102387881029808e-02 -2.949887728228130918e-02 1.367166159253051239e-02 -2.657564933874066448e-01 -9.491035016373368383e-02 -5.697481218996400254e-02 1.667573744368286703e-01 -1.274085288512514028e-02 -3.614645187633041545e-01 -6.659173262731218901e-02 -6.760309768477948400e-02 -1.895438214421399925e-01 -5.468768452138346448e-02 5.898432985171709296e-03 -1.653705878350147374e-01 -3.476978210699989066e-03 -5.407749236798335690e-02 1.211151426633420292e-01 1.463282518703310983e-02
-5.099872433697586610e-02 6.996457394820311537e-02 1.777773122894187735e-02 6.421673378086623085e-02 -3.002027431671225668e-02 2.676988102161519459e-02 6.910497248772616563e-02 4.716368427081314707e-02 -1.390632157331454788e-01 -1.401307549701400756e-01 1.831355829640419954e-03 -1.528251754635264192e-01 -2.010757939743995984e-02 -1.962935017033797316e-02 -8.692534188033465559e-03 3.425330984682226632e-01 -8.939441085043779711e-02 2.424996811589469059e-01 -3.298857533336194137e-01 1.036900568480173118e-01
6.095440664525521128e-03 -1.683988207111579080e-02 -4.880366477220872412e-02 -1.405160506955027977e-01 -1.274231135398461168e-02 -8.742268956897013277e-02 9.465669436717135884e-03 -8.475243350750935600e-02 -1.870281792380172059e-01 -9.933436577314562477e-02 -7.127685268409626740e-02 2.772660600430776889e-01 -5.852302015360198034e-02 -1.210447263030976633e-01 -2.257177975559775118e-02 1.002602048319753969e-01 1.177318364070234630e-01 3.780040546238046251e-02 5.358948423069948008e-02 2.636179566410713077e-02
-9.521803212811440209e-02 -2.669176269703353588e-02 1.052147919018565358e-01 6.636770658684411350e-02 -2.725804103951588037e-02 -1.816713700505375451e-01 1.293329909479700064e-02 -5.277861509301748355e-02 -2.692771081071049580e-02 -3.204484116411723815e-02 -3.896633215429117642e-02 -3.895602146493720719e-02 -1.610353126874706012e-02 2.984211323719507813e-01 6.112010424317571716e-02 1.116818013157605538e-01 1.491563824953391348e-01 1.675302340328254855e-02 1.105057525520816188e-02 -2.084015660099220457e-01
-1.973317085959604422e-01 -1.877468018957310081e-01 1.454219561151287865e-01 -1.121781164872350661e-01 7.606361546164666643e-02 -9.812166056170548017e-03 -1.048507034971563889e-01 1.187723542949895156e-01 1.024231418574378660e-01 -4.846559445354509804e-02 6.319020296741202636e-02 1.830513190713790594e-01 4.291907138872278621e-02 -2.432270275949651242e-02 -2.653630109089843286e-02 8.967669841371837813e-02 2.940132497997085398e-02 7.710444022710749579e-02 1.611609490518128573e-01 -1.383611376562774971e-03
8.864132483852145894e-05 -1.908881644496175367e-01 1.084119553179819923e-01 -1.201072924806631526e-01 1.140567501874658746e-01 -6.383300946970241196e-02 1.602644029947402488e-02 -2.160884431001238171e-01 -1.158825835374964613e-01 3.674132589472814403e-01 -1.229538621883426663e-04 -2.787818038556943989e-01 -1.134413236091461191e-01 3.558610064458126582e-02 1.106126759421409700e-01 2.007208149773031525e-01 1.857581889544862030e-01 -2.097228142801119827e-02 -1.262405043682696959e-01 4.168373686272662353e-03
-1.663506416538521049e-01 -9.575351841730457558e-02 1.387869283836546397e-01 -2.177220865588285204e-01 6.260181011639680271e-02 -5.524020613344720644e-03 -8.920622166287102417e-02 -1.127051279505199982e-02 3.509814709106565123e-02 -1.980714957094086362e-02 -3.487580013444245564e-02 4.465465289131875098e-02 6.052024099362638548e-02 2.063045700331610222e-01 -1.005812009911193489e-01 -1.764987250074521730e-01 2.403704170768540885e-02 -1.819028103851033640e-01 -4.946130989068363640e-03 4.127067754793999760e-03
-1.977291359697650949e-02 3.550486140923235501e-02 6.953748952791898030e-02 1.117761833666785359e-01 3.662309365254259319e-01 9.373876265713344813e-02 -8.250995550056465511e-02 -1.410824195113316581e-01 7.967156764450865347e-02 -2.608591552275340564e-01 2.104937352558082508e-01 -5.665289516242388163e-02 -1.887492025279828012e-01 1.093159147494946887e-01 1.176941836981394152e-01 -9.261821150687424287e-02 -1.265218642599389709e-01 7.356732805696955535e-02 -3.910371597937038757e-02 -4.411065138432934685e-02
5.989650602896990500e-02 1.918660652729906879e-01 1.712009049700282115e-01 -8.586547652336891379e-02 2.884711700004676926e-03 -5.360809908606224000e-02 -3.252681164261160551e-02 -5.879647415858615250e-02 -5.232409676372758167e-02 9.553354651445893075e-02 -4.655269688456212251e-02 -5.749480921374013065e-02 -1.155451732232881668e-01 -6.360125324247388467e-02 -3.227778587869790938e-02 -1.691233150455719869e-01 -1.909597656723432957e-02 -5.229608882556305554e-04 1.034855006118340914e-01 -4.414682998210983991e-03
1.967731252706941825e-01 -1.809746492580809607e-01 4.749039761202682175e-02 1.725786010882142396e-01 8.285354195846668379e-02 2.451638612664531758e-01 -7.586157739414185752e-02 1.603239494003652968e-02 1.264124061919875142e-01 2.502482047115660579e-01 -3.930993914213100869e-03 -1.688352292418958400e-01 1.629904742341171109e-01 5.042968763224559003e-02 -4.517225041740692559e-02 -2.537534766885526372e-01 1.217693796963846969e-01 -8.306068308549650892e-02 -2.179363779702882808e-01 -1.986715919851499493e-02
4.834321970991135170e-02 3.088883106576990889e-02 1.127519749083441894e-02 -2.140482635484763640e-01 -3.474359365810200054e-03 -1.380130185361290729e-01 -1.625734741430298891e-01 -2.208556724426807283e-01 2.745112132809249816e-01 -7.638561686769047322e-04 -1.755019390575253135e-01 1.515569478665218794e-01 9.551066018775870858e-02 -1.639042397368080939e-01 -5.067812188976935500e-02 -1.163158872225995011e-01 -1.053837365413957255e-01 1.651352458733334749e-01 -9.861680489434715424e-02 -5.444325644329234271e-02
1.019865475704467978e-01 -3.527076308607914479e-03 1.009946646484367189e-01 9.606894665727809188e-03 -1.103669999789979872e-01 -2.563662655012389352e-03 7.294678545691943294e-02 1.364536173125408848e-02 1.977797576231844490e-01 -1.149195201886819839e-01 -4.876523101061205206e-02 -7.894271076422372524e-02 3.514011470453925340e-02 -7.336502761608532097e-02 4.515601293540914829e-02 -4.520653796455167961e-02 2.731046008310839338e-02 1.333672640751696892e-01 -1.829908773759537921e-02 -7.843921737940805217e-02
